"kind","id","title","hru","url","category","Wikipedia"
2,909488,"Клан Кеннеди","klan_kennedi","http://www.ivi.ru/watch/klan_kennedi",,
2,1051676,"Пуля-дура. Агент и сокровище нации","pulya-dura_agent_i_sokrovische_natsii","http://www.ivi.ru/watch/pulya-dura_agent_i_sokrovische_natsii",,
2,495567,"Французская кухня у вас дома","frantsuzskaya_kuhnya_u_vas_doma","http://www.ivi.ru/watch/frantsuzskaya_kuhnya_u_vas_doma",,
2,745814,"Последний из Могикан","posledniy_iz_mogikan","http://www.ivi.ru/watch/posledniy_iz_mogikan",,
2,1004535,"Иное","inoe","http://www.ivi.ru/watch/inoe",,
2,522059,"Гражданин начальник 3","grazhdanin_nachalnik_3","http://www.ivi.ru/watch/grazhdanin_nachalnik_3",,
2,387122,"Победа","pobeda","http://www.ivi.ru/watch/pobeda",,
2,185304,"Тайны Тихого океана","tayny_tihogo_okeana","http://www.ivi.ru/watch/tayny_tihogo_okeana",,
2,400483,"Далеко во Вселенной","daleko_vo_vselennoy","http://www.ivi.ru/watch/daleko_vo_vselennoy",,
2,889678,"Быть человеком","byt_chelovekom","http://www.ivi.ru/watch/byt_chelovekom",,
2,1152728,"Наводнение","navodnenie","http://www.ivi.ru/watch/navodnenie",,
2,281869,"Не забывай","ne_zabyvay","http://www.ivi.ru/watch/ne_zabyvay",,
2,1199271,"Косметический ремонт","kosmeticheskiy_remont","http://www.ivi.ru/watch/kosmeticheskiy_remont",,
2,1119085,"Хозяин империи","hozyain_imperii","http://www.ivi.ru/watch/hozyain_imperii",,
2,807688,"До последней минуты","do_posledney_minuty","http://www.ivi.ru/watch/do_posledney_minuty",,
2,991436,"Как я ездил в Москву","kak_ya_ezdil_v_moskvu","http://www.ivi.ru/watch/kak_ya_ezdil_v_moskvu",,
2,1118813,"Категория 6: Катастрофа (День катастрофы)","kategoria_6_katastrofa","http://www.ivi.ru/watch/kategoria_6_katastrofa",,
2,393733,"Семейка Спагетти","semeyka_spagetti","http://www.ivi.ru/watch/semeyka_spagetti",,
2,800883,"Горячие головы","goryachie_golovy","http://www.ivi.ru/watch/goryachie_golovy",,
2,494968,"Убийство на семейном вечере","ubiystvo_na_semeynom_vechere","http://www.ivi.ru/watch/ubiystvo_na_semeynom_vechere",,
2,522089,"Пятая группа крови","pyataya_gruppa_krovi","http://www.ivi.ru/watch/pyataya_gruppa_krovi",,
2,814206,"Чем занимаетесь?","chem_zanimaetes","http://www.ivi.ru/watch/chem_zanimaetes",,
2,1018040,"Военная разведка. Западный фронт","voennaya_razvedka","http://www.ivi.ru/watch/voennaya_razvedka",,
2,555977,"Вилли Фог 2","villi_fog_2","http://www.ivi.ru/watch/villi_fog_2",,
2,474829,"По семейным обстоятельствам","po_semeynym_obstoyatelstvam","http://www.ivi.ru/watch/po_semeynym_obstoyatelstvam",,
2,875846,"Истории в деталях. Золотая серия","istorii_v_detalyah_zolotaya_seriya","http://www.ivi.ru/watch/istorii_v_detalyah_zolotaya_seriya",,
2,1004516,"Пуля-дура. Агент для наследницы","pulya-dura_agent_dlya_naslednitsy","http://www.ivi.ru/watch/pulya-dura_agent_dlya_naslednitsy",,
2,535538,"Телохранитель","telohranitel","http://www.ivi.ru/watch/telohranitel",,
2,1051700,"Пуля-дура. Изумрудное дело агента","pulya-dura_izumrudnoe_delo_agenta","http://www.ivi.ru/watch/pulya-dura_izumrudnoe_delo_agenta",,
2,1225927,"Охота на Берию","ohota_na_beriyu","http://www.ivi.ru/watch/ohota_na_beriyu",,
2,1258961,"Дэннис-мучитель","dennis-muchitel","http://www.ivi.ru/watch/dennis-muchitel",,
2,569794,"Счастливые лесные друзья","schastlivye_lesnye_druzya","http://www.ivi.ru/watch/schastlivye_lesnye_druzya",,
2,1004533,"Была тебе любимая","byla_tebe_lubimaya","http://www.ivi.ru/watch/byla_tebe_lubimaya",,
2,1225674,"Биографии","biografii","http://www.ivi.ru/watch/biografii",,
2,373923,"Красота старинных карт","krasota_starinnyh_kart","http://www.ivi.ru/watch/krasota_starinnyh_kart",,
2,793658,"Хит-парад интерьеров","hit-parad_interyerov","http://www.ivi.ru/watch/hit-parad_interyerov",,
2,1004567,"Дурдом","durdom","http://www.ivi.ru/watch/durdom",,
2,522056,"Бандитский Петербург 4","banditskiy_peterburg_4","http://www.ivi.ru/watch/banditskiy_peterburg_4",,
2,576210,"Охотники на монстров","ohotniki_na_monstrov","http://www.ivi.ru/watch/ohotniki_na_monstrov",,
2,1278873,"10.5 баллов: Апокалипсис","10_5_ballov_apokalipsis","http://www.ivi.ru/watch/10_5_ballov_apokalipsis",,
2,1225926,"Ненависть","nenavist","http://www.ivi.ru/watch/nenavist",,
2,589760,"Пять дней до полуночи","5_dney_do_polunochi","http://www.ivi.ru/watch/5_dney_do_polunochi",,
